,Values,Price
564,4.778718191741139,100000
565,4.7786942438447895,500000
566,4.778752617566575,1000000
567,4.7787523995511,100
568,4.77875575862976,500
569,4.778754151671902,1000
570,4.778746349926709,5000
571,4.778746187226521,10000
572,4.778754659706578,50000
573,4.7787522189652725,100000
574,4.778716783935009,500000
575,4.778761053720226,1000000
576,4.778760307738847,100
577,4.77875887356518,500
578,4.7787573126586835,1000
579,4.778757667949367,5000
580,4.778755093403904,10000
581,4.77872867710715,50000
582,4.77871121223167,100000
583,4.778721021407845,500000
584,4.778704344341912,1000000
585,4.77870343134641,100
586,4.778701613803636,500
587,4.778700269674358,1000
588,4.7786981977333305,5000
589,4.778695740512158,10000
590,4.778699992405538,50000
591,4.778720341469883,100000
592,4.77880892881403,500000
593,4.778872836115807,1000000
594,4.778872915037015,100
595,4.7788724837503045,500
596,4.778873760674898,1000
597,4.778876348350168,5000
598,4.7788810241289,10000
599,4.778886226062312,50000
600,4.778885949746787,100000
601,4.77886785784333,500000
602,4.778883892892523,1000000
603,4.778884241978099,100
604,4.778883478699545,500
605,4.77888242979959,1000
606,4.778883772702732,5000
607,4.778898566937818,10000
608,4.778901155326444,50000
609,4.778966336649864,100000
610,4.778993897540374,500000
611,4.779064235545763,1000000
612,4.779063769722869,100
613,4.779061518894096,500
614,4.779060424569658,1000
615,4.779062283833282,5000
616,4.779057492484759,10000
617,4.779043517558749,50000
618,4.7790577367269105,100000
619,4.779014661204921,500000
620,4.778979235178097,1000000
621,4.778979193486567,100
622,4.778981111624484,500
623,4.778976411783554,1000
624,4.778978764537047,5000
625,4.778972115376874,10000
626,4.778969876961725,50000
627,4.778999805739767,100000
628,4.7790257905976885,500000
629,4.778999242422028,1000000
630,4.7789993806979565,100
631,4.779000705158848,500
632,4.779000490451013,1000
633,4.779007661449942,5000
634,4.779005263019283,10000
635,4.7789954643782355,50000
636,4.779016718989843,100000
637,4.7789706706476105,500000
638,4.778942615901715,1000000
639,4.778942034971851,100
640,4.7789413901459445,500
641,4.778942049952397,1000
642,4.778931319728728,5000
643,4.778932502541217,10000
644,4.778930950122978,50000
645,4.778930498389283,100000
646,4.778907470858672,500000
647,4.7789230220630285,1000000
648,4.778923193772848,100
649,4.778923257056387,500
650,4.778925855500446,1000
651,4.778926300247361,5000
652,4.778929727971448,10000
653,4.77890207305556,50000
654,4.778929078791935,100000
655,4.778928136550335,500000
656,4.778849751951477,1000000
657,4.778848845432492,100
658,4.778848154015731,500
659,4.778849495207113,1000
660,4.7788431525752175,5000
661,4.7788412057583445,10000
662,4.778844834099582,50000
663,4.77887960349851,100000
664,4.778880936239528,500000
665,4.778902249391639,1000000
666,4.778902429363061,100
667,4.778903929995458,500
668,4.778899732963546,1000
669,4.778894622832632,5000
670,4.778903793619671,10000
671,4.778912288481336,50000
672,4.778910362496328,100000
673,4.778932110532107,500000
674,4.778931613138081,1000000
675,4.778931989285275,100
676,4.778933818711654,500
677,4.77893113693431,1000
678,4.77892167872761,5000
679,4.778917194404939,10000
680,4.778911395284964,50000
681,4.778927687798444,100000
682,4.778943964651021,500000
683,4.778834906209304,1000000
684,4.778835336722862,100
685,4.778836226375619,500
686,4.778838760379881,1000
687,4.778839138647529,5000
688,4.778842695592181,10000
689,4.77887507906601,50000
690,4.7788974452948665,100000
691,4.778916891648678,500000
692,4.778889652753436,1000000
693,4.77888976740378,100
694,4.778888810565779,500
695,4.778888630428319,1000
696,4.778890400419087,5000
697,4.778889105936698,10000
698,4.77888420312683,50000
699,4.778916692046284,100000
700,4.77889244077594,500000
701,4.778856009142699,1000000
702,4.778855929418691,100
703,4.778853548983486,500
704,4.778852209139848,1000
705,4.7788466020847125,5000
706,4.778828023365577,10000
707,4.778837533222677,50000
708,4.778857031504172,100000
709,4.778896635147812,500000
710,4.778882049901929,1000000
711,4.778881720221368,100
712,4.778882531889342,500
713,4.778879144122853,1000
714,4.778869816026114,5000
715,4.7788650692491474,10000
716,4.778860826812508,50000
717,4.778882852037201,100000
718,4.778920343135943,500000
719,4.779056752107479,1000000
720,4.779056454826005,100
721,4.779055963344313,500
722,4.779062666000497,1000
723,4.77906433562181,5000
724,4.7790603800641716,10000
725,4.779051826265482,50000
726,4.779059766018107,100000
727,4.779046510294695,500000
728,4.779008353864603,1000000
729,4.779009193282122,100
730,4.779011877580269,500
731,4.77901393225499,1000
732,4.7790125339181495,5000
733,4.779007066745979,10000
734,4.779018696324247,50000
735,4.779036348467196,100000
736,4.779028880306938,500000
737,4.778883220636981,1000000
738,4.778883362006576,100
739,4.778885198830448,500
740,4.778886404628765,1000
741,4.778883696095528,5000
742,4.7788855103984265,10000
743,4.778868038565097,50000
744,4.778859215517345,100000
745,4.7788054183270585,500000
746,4.778841499927452,1000000
747,4.778841110210835,100
748,4.778838631168036,500
749,4.778836807240545,1000
750,4.77884064228704,5000
751,4.778845252272199,10000
752,4.778858558236172,50000
753,4.77883870520928,100000
754,4.778812789059767,500000
755,4.7787666277190715,1000000
756,4.778766426502052,100
757,4.778765699187543,500
758,4.778765804620672,1000
759,4.778761296325142,5000
760,4.778760341050111,10000
761,4.778758356582756,50000
762,4.778739019156424,100000
763,4.778639796438339,500000
764,4.778648061318151,1000000
765,4.7786480029980645,100
766,4.778651096341116,500
767,4.778653460893274,1000
768,4.778658586454847,5000
769,4.77865061715398,10000
770,4.7786396775212765,50000
771,4.778626279051765,100000
772,4.778605552218072,500000
773,4.778641376748272,1000000
774,4.778642795230677,100
775,4.778642409926215,500
776,4.778640316825737,1000
777,4.778639046063377,5000
778,4.778635777212237,10000
779,4.778629608322812,50000
780,4.778648873834807,100000
781,4.778715516593518,500000
782,4.778712124872414,1000000
783,4.778711422676102,100
784,4.778713994757471,500
785,4.778714868744239,1000
786,4.778713748697453,5000
787,4.778710315961803,10000
788,4.7787011728319175,50000
789,4.778718674277047,100000
790,4.778788781316021,500000
791,4.778766104747906,1000000
792,4.7787657657886795,100
793,4.778765915384566,500
794,4.778763056026085,1000
795,4.778762015422814,5000
796,4.778769978852795,10000
797,4.77877670707905,50000
798,4.778756115397204,100000
799,4.778770587892808,500000
800,4.778748475166683,1000000
801,4.778748525450468,100
802,4.778747466634132,500
803,4.778747632029643,1000
804,4.778753098497753,5000
805,4.778752771173173,10000
806,4.778739304164438,50000
807,4.778728625226926,100000
808,4.7787904002275905,500000
809,4.778729313949372,1000000
810,4.778729451682685,100
811,4.778731122887385,500
812,4.778728883574797,1000
813,4.778733731714273,5000
814,4.77873705715705,10000
815,4.778715943260341,50000
816,4.778725747313948,100000
817,4.778673240962842,500000
818,4.778726453159635,1000000
819,4.778726240891977,100
820,4.778726788630404,500
821,4.778726817312265,1000
822,4.778728128413614,5000
823,4.778739348969345,10000
824,4.778757607744955,50000
825,4.778781387887241,100000
826,4.778804280257237,500000
827,4.778793550010003,1000000
828,4.778794198304643,100
829,4.778795047838822,500
830,4.778795475555,1000
831,4.778801038074157,5000
832,4.778810421692013,10000
833,4.778807231475514,50000
834,4.778798306400712,100000
835,4.778824507197969,500000
836,4.778820393121233,1000000
837,4.778820995920107,100
838,4.778820124030934,500
839,4.778820710702041,1000
840,4.778821903065917,5000
841,4.778819019520257,10000
842,4.778824928911717,50000
843,4.7788117742244,100000
844,4.778808553690982,500000
845,4.778887554372458,1000000
846,4.778887336729514,100
847,4.77888591202898,500
848,4.77888549631499,1000
849,4.778890351864861,5000
850,4.778887009850121,10000
851,4.778915950066189,50000
852,4.77891474873497,100000
853,4.778958629883412,500000
854,4.7789700067988035,1000000
855,4.778970399035803,100
856,4.77897253545541,500
857,4.778969598677624,1000
858,4.778968072952391,5000
859,4.778970383330189,10000
860,4.778964885949214,50000
861,4.778927202401172,100000
862,4.7790082972915195,500000
863,4.779004986619111,1000000
864,4.779005179501243,100
865,4.779004270719218,500
866,4.7790023326498305,1000
867,4.779003854151018,5000
868,4.779002467218035,10000
869,4.779004401415604,50000
870,4.778992126775391,100000
871,4.778942889179024,500000
872,4.778828957381436,1000000
873,4.778829060086798,100
874,4.778828983741201,500
875,4.778826982425809,1000
876,4.778826838492516,5000
877,4.77882191584555,10000
878,4.778812551175518,50000
879,4.778818188258259,100000
880,4.77880835286767,500000
881,4.7788039231124655,1000000
882,4.778803884403249,100
883,4.778803030536496,500
884,4.778801517911015,1000
885,4.778796935733211,5000
886,4.778791374940732,10000
887,4.778783241369416,50000
888,4.7787864619746765,100000
889,4.77882364796176,500000
890,4.778805883423648,1000000
891,4.77880590549847,100
892,4.778805466381756,500
893,4.7788048446625,1000
894,4.778800244926433,5000
895,4.778806541685848,10000
896,4.778801773588678,50000
897,4.77880602672029,100000
898,4.778816518034323,500000
899,4.778797309299579,1000000
