,Arithmetic,Geometric,Simulation
134,83.295117164373,52.56935061078991,1000
135,88.40993400995303,60.91657658436271,1000
136,96.79749339754375,73.5166023288382,1000
137,85.46407409229676,56.20809321093746,1000
138,85.92686312107197,56.97838603374673,1000
139,88.51558991876871,61.128431321793066,1000
140,79.5616522834353,46.23194245147366,1000
141,89.70167296961486,63.01144379993586,1000
142,86.82311808283593,58.32092518262983,1000
143,101.65728548581073,79.18028120550876,1000
144,82.49214840201262,51.20997187911859,1000
145,78.20886754148157,43.42980443386195,1000
146,84.72708061204638,54.921639562995544,1000
147,91.4295942079265,65.64548828789363,1000
148,93.79967947962022,68.9433600848797,1000
149,88.35383819256533,60.85917558540651,1000
150,87.83321755732167,59.98615363928483,1000
151,78.13340982215107,43.59639795592904,1000
152,75.89063319186573,38.975956361025425,1000
153,86.30788867945947,57.401635901341706,1000
154,90.69434709470019,64.50030410992181,1000
155,87.23182823093953,58.862004903729996,1000
156,84.9888724700787,55.20317138848276,1000
157,91.40955956708025,65.55388979627178,1000
158,87.03541621729688,58.75638728773793,1000
159,78.78026270015158,44.73133618684501,1000
160,84.0517346682644,53.44475636526712,1000
161,102.83248723194703,81.94780493233768,1000
162,78.55101837509147,44.04089278817485,1000
163,93.71927919890618,69.06808090093321,1000
164,88.4270083292448,60.846057576410246,1000
165,81.49209919960306,49.31256584325917,1000
166,87.47610729479754,59.483811266239265,1000
167,85.11016713094887,55.60551915337808,1000
168,84.56859480491823,54.60369532739192,1000
169,96.99303818607844,73.4442321621307,1000
170,81.70591541532396,49.748857757919986,1000
171,80.3204281067086,46.72419623602278,1000
172,83.21934846556495,52.4950311494905,1000
173,87.39958185902893,59.33592540827601,1000
174,82.4757953161766,51.1465210460736,1000
175,85.48914990517619,56.18901738086166,1000
176,90.7468950451693,64.55446588983338,1000
177,89.90103241922913,63.29814999158661,1000
178,92.30007176755203,66.98782382860146,1000
179,77.97698577175093,43.172345924116904,1000
180,79.49988402186293,45.842906507384726,1000
181,84.38115310375694,54.3031999120192,1000
182,88.46808158803688,61.028876728194774,1000
183,87.13202886421354,58.87940211543516,1000
184,81.03682957918834,48.49432055444239,1000
185,100.72460323857435,78.71424501477983,1000
186,98.81975943776418,75.55420482304733,1000
187,90.83985822796186,64.5478920585903,1000
188,102.93720070082318,80.9524381606808,1000
189,88.50973493218915,61.10339080129332,1000
190,92.40539813927016,67.04841900007165,1000
191,91.85027628931516,66.24603732890161,1000
192,94.21307009675445,69.8074385044448,1000
193,80.942056737712,48.24273960028826,1000
194,90.64642288954667,64.39859302493963,1000
195,96.73739897014704,73.34657613666455,1000
196,91.60809959936891,65.9371521872971,1000
197,89.23987495430367,62.30284716266692,1000
198,86.79461394879786,58.371172749421355,1000
199,93.2979094920178,68.44936937514524,1000
200,83.17127697573453,52.38523265163042,1000
201,93.36380591155857,68.52387142926163,1000
202,79.74303442946062,46.45030845713067,1000
203,89.13460396029058,62.12927654863831,1000
204,83.64706634876819,53.201647547651056,1000
205,99.66899196927982,77.56176110406638,1000
206,94.52630753887968,69.75697620201001,1000
207,92.7706512468102,67.32252778334575,1000
208,89.56573142863022,62.50323792946172,1000
209,81.84429642292287,50.11244353579864,1000
210,100.98906455130573,78.6454711533732,1000
211,94.55988012307519,69.93883067959912,1000
212,89.9337391171099,63.1068408254086,1000
213,84.63581840170401,54.83182489165605,1000
214,87.10875200556859,58.88672134422469,1000
215,85.70932037797292,56.61038577877127,1000
216,87.77233530739878,59.8769349011256,1000
217,81.30102456751511,49.1705787413669,1000
218,91.34067448790096,65.55419275741747,1000
219,86.06704825178622,57.19048613817371,1000
220,85.29499039461551,55.95783271761236,1000
221,87.11086598688348,58.915904108512365,1000
222,80.95316263759139,48.333675771286416,1000
223,89.79967125066268,63.09246630661055,1000
224,94.03540043345524,69.22940028290246,1000
225,91.98770831433515,66.53776651040306,1000
226,86.26306890835052,57.48443920997435,1000
227,84.11365688770937,54.01328890582733,1000
228,80.81877936177668,48.073485619795925,1000
229,83.49520244106111,52.95285342607941,1000
230,96.93610164610637,73.31703468186994,1000
231,84.37934562802248,54.44852442379774,1000
232,93.03911032647424,68.10276927344606,1000
233,81.20864962527342,48.95701098103853,1000
234,78.21954921592545,43.00744153408038,1000
235,87.27427255274793,59.17541233824276,1000
236,82.23734390641471,50.66413537651036,1000
237,97.36281470783294,73.8184029294038,1000
238,80.56252076642478,47.77842664783547,1000
239,81.41300122457724,49.31907971596859,1000
240,82.39769527399083,51.08431800294343,1000
241,84.31459698248219,54.268123116792864,1000
242,86.31452714617866,57.58695607382949,1000
243,89.78866908182032,62.99720520527254,1000
244,83.48823017717375,52.96157409591075,1000
245,94.15126760345323,69.72910893768612,1000
246,94.77059800659589,70.20532838367589,1000
247,93.15716700303182,68.28072594770829,1000
248,86.9847644756734,58.700952996410905,1000
249,92.09108166964576,66.63997092966603,1000
250,100.1653930837731,77.9005446774472,1000
251,103.85768609856315,83.04453408987636,1000
252,101.2489330177459,80.04442677330822,1000
253,94.1643498219657,69.66912520438845,1000
254,88.3480733407774,60.85866062589146,1000
255,92.7925975443549,67.63981885664384,1000
256,93.16458810760174,67.96645449191976,1000
257,86.23174344788904,57.48257172301864,1000
258,86.65790031574667,58.180280568788085,1000
259,82.925475686193,51.972456163012076,1000
260,82.70172314638867,51.52153304210714,1000
261,92.51599344385718,67.25391176274601,1000
262,87.495392792575,59.30354610573604,1000
263,85.88691113232383,56.8191982283331,1000
264,87.1061961953372,58.79055936964331,1000
265,82.96019795747297,51.89059708966715,1000
266,76.97705485168743,41.27179524468414,1000
267,84.47482388884123,54.555459771615254,1000
268,89.59417602597462,62.62346634286306,1000
269,83.06601195028222,52.24834628684868,1000
270,94.59591086190382,70.42852831770857,1000
271,89.82117165542716,63.20614419385883,1000
272,94.65361276484094,70.46948775098701,1000
273,88.59250143037903,61.18573693477136,1000
274,93.20825916162894,68.3519364421016,1000
275,95.20068163911493,71.29183724929918,1000
276,87.85308072834756,60.05927785932801,1000
277,86.62847649625033,58.14227330360932,1000
278,91.08266155903974,65.13422821722848,1000
279,90.9075681403161,64.82937872700509,1000
280,84.49259433328535,54.5303237492932,1000
281,90.69990947526804,64.44230347036928,1000
282,95.12687774507876,70.67573956213016,1000
283,84.46599260052196,54.61781441520009,1000
284,82.71926095825118,51.59856876006629,1000
285,82.30990976346762,50.87583804409707,1000
286,101.22880565493053,78.5076589753014,1000
287,87.75259245227458,59.901455632564065,1000
288,85.83176206295956,56.78953539206018,1000
289,83.96761593306681,53.67319140896615,1000
290,81.65308739765973,49.6658884305013,1000
291,99.12009061728418,76.59684347573643,1000
292,91.13147695373596,65.10221472532973,1000
293,90.57816407810184,64.37313279229338,1000
294,98.80262648679059,75.16636572854628,1000
295,95.51556668686727,71.50788789825666,1000
296,86.07597533881,57.143628101465026,1000
297,87.74829504447382,59.87923752162235,1000
298,81.11645675214099,48.91644907022036,1000
299,88.41051871091581,60.97391966920216,1000
300,103.58846132758117,82.70750572420751,1000
301,83.22962603493694,52.38763591445325,1000
302,82.98393386345734,52.05079868207819,1000
303,79.89722677600002,46.60685826144202,1000
304,83.68505786648994,53.27787902992439,1000
305,93.76916906174857,69.08061336082937,1000
306,91.02412327631592,64.8570168856716,1000
307,87.14876941807485,58.91655078344821,1000
308,85.26252584767835,55.65326352045178,1000
309,93.03938850787613,68.02170510478086,1000
310,89.18211400615999,62.13545235112853,1000
311,94.31617153817038,69.67054748622452,1000
312,95.2737136919649,71.40688683032373,1000
313,88.95907069290574,61.72757318367911,1000
314,97.76944065069775,75.0445925641209,1000
315,85.27117093658539,55.71179900997519,1000
316,97.38867487820292,73.71648372975645,1000
317,92.05885963334126,66.50195642480138,1000
318,88.89507479729255,61.74360721003065,1000
319,85.52257650817457,56.31699341920271,1000
320,91.79603799525734,66.21594936445776,1000
321,86.94078448502951,58.54542571593957,1000
322,89.29129617403773,62.28763366905941,1000
323,84.64515695416891,54.79948595213363,1000
324,97.14775275171091,74.13573398273795,1000
325,76.25568421655232,39.95463362086066,1000
326,96.04359657113041,72.55657345580985,1000
327,85.24256797500739,55.75804445122848,1000
328,81.29748684620246,48.947673707077925,1000
329,84.64463984752045,54.849337282592536,1000
330,94.6239334633693,70.38226519332592,1000
331,83.15779453347893,52.37906217311558,1000
332,93.0792816741349,68.12202191024542,1000
333,95.12175696031845,70.8315568533362,1000
334,95.6917512898093,71.75659291995356,1000
335,76.0228268827354,39.42379861384326,1000
336,83.52962909641933,52.663940312926265,1000
337,83.64716887376359,53.220496829520805,1000
338,84.08398879175607,53.889269827515,1000
339,78.86040052858186,44.588473615745244,1000
340,86.21196671487603,57.42124419168225,1000
341,92.19596832932902,66.79963971535894,1000
342,89.14574962426894,62.01962796171399,1000
343,86.60889275744684,57.88670778137443,1000
344,86.42869463981783,57.81070188987841,1000
345,92.18532872496284,66.72563841238241,1000
346,88.8509880595225,61.59577876229307,1000
347,85.92494118790619,56.92449144839755,1000
348,93.56770361078766,68.84850712876883,1000
349,96.32019490251693,72.94810711841919,1000
350,91.40774890573965,65.63924146057265,1000
351,83.85445362193055,53.489910751137565,1000
352,89.66304192422068,62.779862001191354,1000
353,102.24981689221826,80.75461181283912,1000
354,101.66949849331178,79.51713483807734,1000
355,81.2962028357532,49.114586276924065,1000
356,87.81012989070175,60.034003436972995,1000
357,76.65283655672796,40.67511454265666,1000
358,86.26989306139394,57.4699311271007,1000
359,96.42134580388483,73.01036175822557,1000
360,92.31358957770193,66.97052410990831,1000
361,83.35225685710812,52.72448989845898,1000
362,79.81447979494742,46.595695436575355,1000
363,89.5773227262655,62.781085956211065,1000
364,84.09213159322064,53.39952953881139,1000
365,96.97295773806013,73.6398149301507,1000
366,76.33562115652585,40.21002111062341,1000
367,85.62376311091344,55.94724611941847,1000
368,83.85269603629993,53.502843618283094,1000
369,87.96598334349642,59.91483515577644,1000
370,94.67792929964526,70.38154776979817,1000
371,93.36771140296673,68.30156343685027,1000
372,87.73868963019378,59.87330102499629,1000
373,91.06522762691367,65.13629317112786,1000
374,94.98526991403094,70.68025873973208,1000
375,88.07634420608524,60.24731186136386,1000
376,87.92847579617911,59.992309464048574,1000
377,80.6001104271916,47.99322560424304,1000
378,88.2597504628169,60.59182809507402,1000
379,74.95819303111995,37.083656337859644,1000
380,103.96748903057812,82.49484128824372,1000
381,90.6184563137351,64.3878400717124,1000
382,91.08614210320576,64.9798316538644,1000
383,86.25665182713622,57.453155292316794,1000
384,88.55980879964297,61.207686310140964,1000
385,100.77179020100539,79.20611558379736,1000
386,81.61651965445782,49.575480265717836,1000
387,96.19622530098249,72.51118735174646,1000
388,81.56016589734524,49.41038645930502,1000
389,92.25784393123966,66.9173956790313,1000
390,79.9336988765272,46.80484700197439,1000
391,85.25307526162527,55.75846902292669,1000
392,93.84331433218603,69.01078616003393,1000
393,85.67526480357488,56.080090316698225,1000
394,86.72060876177191,58.099814011440635,1000
395,93.31459109173402,68.4582510124873,1000
396,84.70044046634176,54.98113348271148,1000
397,85.18736217722338,55.766579766982424,1000
398,88.22478739837324,60.59587660221333,1000
399,80.22826983296338,47.29381824464897,1000
400,88.97820631962085,61.675105956583245,1000
401,85.43124556599467,56.12511343231428,1000
402,85.46855464405189,56.25999032061182,1000
403,84.3924092777537,54.035332080326654,1000
404,88.46882562629756,60.82335455606421,1000
405,93.5052479471718,68.67183045133791,1000
406,98.83625280438073,76.2233684911516,1000
407,85.3702164519597,56.07046898366053,1000
408,84.76461351353102,55.06765859185707,1000
409,83.32339095101635,52.61113028009974,1000
410,89.93525140443266,63.27264367729277,1000
411,79.54730233655741,46.00956571530585,1000
412,88.82067314083083,61.53481731099832,1000
413,92.91321069966354,67.89710128145954,1000
414,92.53182717196475,67.00015886897329,1000
415,84.03361799676539,53.8116928664848,1000
416,89.57643737436157,62.713543455702194,1000
417,92.10886418002303,66.6901618676622,1000
418,79.95093733759492,46.834658183033966,1000
419,91.37814117995939,65.51841846788105,1000
420,91.01239893733377,64.62944453660305,1000
421,82.1765416767774,50.59738319821768,1000
422,89.77805038604889,62.790802374774835,1000
423,92.27099291363847,66.79820551740768,1000
424,92.35260462414513,67.01103388329176,1000
425,85.9208888363529,56.87472797270284,1000
426,89.88131351234927,63.29160009555194,1000
427,86.57805627710039,58.00727469575533,1000
428,85.84164527785845,56.5595203947693,1000
429,88.31842493149797,60.80007056363668,1000
430,89.65526724525212,62.85757891696699,1000
431,89.12215250191585,62.00537067075739,1000
432,84.35945745546215,54.42481860900476,1000
433,90.07634792620303,63.327144691606485,1000
434,84.87991788729444,55.24435334469332,1000
435,86.58645556909975,57.86409945824193,1000
436,73.39002555347592,34.28581917275558,1000
437,83.5013085931897,52.546971619431226,1000
438,90.45058308748037,63.420356593245565,1000
439,84.23327615949127,54.11946638041792,1000
440,86.39317303701404,57.57857794156396,1000
441,98.4573695292623,75.78998945995568,1000
442,94.30960073656901,69.88003629994996,1000
443,88.51957092540444,61.04553975457881,1000
444,86.04188159589211,57.17233225523809,1000
445,94.75243204497237,70.59325576816454,1000
446,88.85267584253204,61.61695962035462,1000
447,95.68812605433193,71.93355535144212,1000
448,92.18821136524208,66.70504387876498,1000
449,83.87458232309507,53.551788759163486,1000
450,91.24647217223021,65.34652097710567,1000
451,84.98280223915883,55.39341821133268,1000
452,86.10745959032373,57.212197489383044,1000
453,96.74877965399128,72.87546018698033,1000
454,92.47335441073024,66.95749749322432,1000
455,94.64428544277813,70.23800820593992,1000
456,81.21369625236741,49.04322234475971,1000
457,88.35177286696093,60.837014324473394,1000
458,84.08543133070575,53.94848261325499,1000
459,88.08391550604723,60.18683249034644,1000
460,89.10828312359578,61.95525753031193,1000
461,95.28973490159586,71.41463709623676,1000
462,93.65601661003707,68.50481277355372,1000
463,90.93089284355905,64.79154069198155,1000
464,84.03131634702716,53.69932267713078,1000
465,90.03339159747412,63.44638235326888,1000
466,90.35578597320566,63.800025771280154,1000
467,95.07549935299319,70.63723396844229,1000
468,92.19468460543881,66.5769503074221,1000
469,96.43061637409075,72.49896513985095,1000
470,84.59736273284298,54.72614800103468,1000
471,81.93331153212276,50.30553945188067,1000
472,89.89337549171553,63.24408555472954,1000
473,85.7490525398316,56.708844505148036,1000
474,85.58375422796944,56.36037963013668,1000
475,82.96457153080887,52.02876884575286,1000
476,84.21554824136179,54.07488944359002,1000
477,81.55313710235203,49.41924886273207,1000
478,79.49015509098624,45.93166611018865,1000
479,86.76121822445421,58.32922092544491,1000
480,91.55873592828064,65.50740707172956,1000
481,90.68683363552532,64.38403259061869,1000
482,96.69227502085351,73.54381282670468,1000
483,80.5686001205193,47.92330220826236,1000
484,89.59508990862503,62.78959531896175,1000
485,84.01467510090619,53.64329976393754,1000
486,88.95448340347886,61.760672727784545,1000
487,89.30903751747745,62.24957649967716,1000
488,84.46167023288568,54.58387921700063,1000
489,91.21555080999907,65.26379888877887,1000
490,82.66032876416459,51.540985643086444,1000
491,77.83183221735631,42.965549124626875,1000
492,95.14647870664936,71.00334567370827,1000
493,85.73012605575217,56.63208746565357,1000
494,85.49465332147794,56.08769184404877,1000
495,103.71712311558153,82.88572529424631,1000
496,85.74933251217627,56.66001842103274,1000
497,101.24105429960777,79.33150510655322,1000
498,85.0253443901736,55.46853880073654,1000
499,92.13091315536546,66.70821235707363,1000
500,81.85928501046705,50.04784231612282,1000
501,89.74388795538376,62.84512443827809,1000
502,82.36063290089437,50.53573284578002,1000
503,80.42948036983269,47.49424008326059,1000
504,83.51200345514405,52.240847732583276,1000
505,85.90628048516268,56.86871460030144,1000
506,85.71768797720397,56.56585865018251,1000
507,88.50512709833812,61.02194540563106,1000
508,91.15381563744245,64.84442960198997,1000
509,93.75473802129999,69.0105815926613,1000
510,88.22289230356603,60.59031284717485,1000
511,84.28305904827761,54.20800704405059,1000
512,95.48835712309315,71.30427420504664,1000
513,83.34744204130496,52.59108680948701,1000
514,87.75525155360859,59.84275275902311,1000
515,80.37128574467056,47.67152735693807,1000
516,84.68937633530615,54.947376097612285,1000
517,87.58754440096433,59.58987896845905,1000
518,90.17096989507563,63.453853543962474,1000
519,78.87013790702898,44.76778696523886,1000
520,95.98135864526262,72.23565409522463,1000
521,88.03037442541846,60.311486660871864,1000
522,92.46439349122574,67.24588068829068,1000
523,86.60624478097806,58.0870370863288,1000
524,92.87306387210505,67.76133998926122,1000
525,77.46572476580114,42.039760939874846,1000
526,82.79679388542385,51.750154999621586,1000
527,80.87344320826436,48.304752823333914,1000
528,86.1351077089747,57.293663440713,1000
529,97.28502925914081,74.24644682780479,1000
530,88.94842584926698,61.68480895917318,1000
531,89.64274599699202,62.840187485777015,1000
532,103.88121545629225,83.07313128279893,1000
533,85.68826776099638,56.33517320669523,1000
534,88.39659326147276,60.944187077858736,1000
535,81.20282076246787,49.045495513776935,1000
536,89.32939773104854,62.38632067499332,1000
537,92.03132552251404,66.2981249483505,1000
538,87.48058883234371,59.38021302044464,1000
539,86.08553030234049,57.239389004900936,1000
540,79.09837043319882,45.07656813596499,1000
541,88.72212412358661,61.41934048225075,1000
542,93.92257657991983,68.8636735598945,1000
543,87.77723587917467,59.93768919405136,1000
544,85.63404733522529,56.38277423026437,1000
545,90.90401444243405,64.83415594029344,1000
546,80.81945431704959,48.27611980832346,1000
547,82.7135178004789,51.58916530858396,1000
548,99.15965867921886,76.80985732474375,1000
549,85.11800450328239,55.42274785717825,1000
550,104.03456578532298,82.89700120210827,1000
551,94.04881116658771,69.59883539568128,1000
552,92.96856148071832,67.81229073404748,1000
553,85.21594461805036,55.79948885549221,1000
554,84.98575489867407,55.11950643396216,1000
555,84.68963391164178,54.885477449215635,1000
556,95.56675281520529,71.71767798519541,1000
557,86.92531000703487,58.50776267795474,1000
558,95.81724624438543,72.19270495169921,1000
559,104.07182351998118,83.47096062500965,1000
560,87.64239500438727,59.58534377603971,1000
561,93.81372962850155,68.90200212523028,1000
562,87.38281094144453,59.20744034609399,1000
563,96.0066975739811,72.14820421832489,1000
564,92.51490794697688,67.32405275014999,1000
565,93.21576130664278,68.27498660977682,1000
566,85.5881217212779,56.30654174048457,1000
567,84.46240843650061,54.57075263737238,1000
568,91.11430966746934,64.88170412312384,1000
569,87.96570392032378,60.22899280251636,1000
570,87.56259135390957,59.51900832177514,1000
571,87.06095442643817,58.694920957722545,1000
572,81.41775306695337,48.89055598419115,1000
573,93.19662569704691,68.27935135482677,1000
574,80.40830494419777,47.54772489041912,1000
575,86.13506485292106,57.22558202627377,1000
576,83.09042461013375,52.291614904509416,1000
577,86.7323763332861,58.267870915477424,1000
578,85.48725755577614,56.18695279461949,1000
579,83.04432819317601,52.017583410164974,1000
580,94.78283127417775,70.3620567832999,1000
581,80.38667237990528,47.49257654451526,1000
582,92.25153974094911,66.89999909857183,1000
583,81.56008701325335,49.55578709600105,1000
584,97.64037586870363,74.17427204980129,1000
585,79.08974172124559,45.15232024804902,1000
586,80.4279681320023,47.60698518855161,1000
587,97.72419624628692,74.63382955120417,1000
588,90.98966737959556,64.88117654328127,1000
589,84.63841940700647,54.75681532028841,1000
590,82.39856445812588,50.870562868855814,1000
591,94.02107545084222,69.34430978517686,1000
592,87.49808827355179,59.4573075479474,1000
593,100.6746632462207,79.00639962174866,1000
594,89.09313303813587,61.86885656642662,1000
595,82.84648680169471,51.336263175068986,1000
596,101.88729252866032,79.76402165545137,1000
597,97.65753767643758,74.64396697375491,1000
598,84.2304471972818,54.04581863913778,1000
599,92.10275879448575,66.63866441294851,1000
600,91.21197691209866,65.11310982030163,1000
601,104.6692526853416,83.43886545213638,1000
602,93.86994068547699,69.25629747785219,1000
603,86.96199930840919,58.585230981702175,1000
604,96.98352387369772,73.2868082610144,1000
605,89.23412636233009,62.240166345394115,1000
606,84.4558258469836,54.54261958415907,1000
607,94.48759520661542,69.8960883057727,1000
608,84.25019250593922,54.23489602284047,1000
609,83.70964317652464,53.21822067212815,1000
610,82.64012796993971,51.527289102284456,1000
611,89.6980147424027,62.95927656361058,1000
612,90.4666215661943,64.09644328270821,1000
613,83.50938997773211,52.88191073266144,1000
614,87.05771344255562,58.79921806667963,1000
615,90.46552396959238,63.87320046945544,1000
616,84.98772377748193,55.09188122315483,1000
617,84.00352002372269,53.75144671242997,1000
618,84.59750716190123,54.77113147145342,1000
619,84.3298048771516,54.35682307395652,1000
620,89.80504069840228,63.15398399287274,1000
621,84.66847320261054,54.79791809516673,1000
622,91.18385469407518,65.22004393597877,1000
623,84.720428834398,54.9659703069537,1000
624,93.23355519940235,68.25209012475105,1000
625,87.69776164919965,59.56237030950577,1000
626,87.7072156359491,59.88276787424612,1000
627,86.50281285775426,57.89634022853069,1000
628,91.97562785838419,66.4745544248101,1000
629,90.48817006527973,64.1878910952212,1000
630,96.87390799031274,73.75703497988047,1000
631,81.33194682127058,49.07581211980484,1000
632,79.55547561269456,45.95835211007377,1000
633,90.05530403796851,63.39046908788,1000
634,85.7753403284082,56.66331528320551,1000
635,77.24096214774121,41.69310732761677,1000
636,88.55665434566728,61.17930506351589,1000
637,88.94931163999202,61.760113742308626,1000
638,87.89558122366981,60.029792913905375,1000
639,94.67327213234775,70.24336941738726,1000
640,91.71666323960842,66.07886414704555,1000
641,85.49655275742286,55.947343177827825,1000
642,98.18826011734767,75.4676153126892,1000
643,85.59440935397626,56.24994804160964,1000
644,102.03324357790505,80.67866521806968,1000
645,88.49015250277198,60.98426806262176,1000
646,91.69252872764962,65.95880526585609,1000
647,97.2984775839897,73.80193275168762,1000
648,82.3597883470654,51.037523433073346,1000
649,85.24475730257423,55.66191606125298,1000
650,88.69865512245669,61.22081128267539,1000
651,88.2917361396045,60.73594256123488,1000
652,96.72540238240667,73.16472815845059,1000
653,90.51801418273305,64.15768696246154,1000
654,81.17866617180854,48.62782870032032,1000
655,92.414571084892,67.18941526186096,1000
656,87.07437012570449,58.77024425557998,1000
657,88.37641586632338,60.74529523878188,1000
658,91.71138357294198,66.07642343487028,1000
659,90.30070590348454,63.913368164709766,1000
660,87.74581602802644,59.73902233764008,1000
661,81.55179973297837,49.57379054728477,1000
662,87.0206889227446,58.65687926589735,1000
663,87.26874429238546,59.057516921310864,1000
664,103.07957241740864,81.69085026189285,1000
