,Arithmetic,Geometric,Control,K,sigma,N
0,172.33073781009165,0.0,190.28724742859075,99,3.367379591836735,365
1,175.2247256893729,0.0,193.18123530787202,99,3.367379591836735,365
2,175.27265304895369,0.0,193.22916266745278,99,3.367379591836735,365
3,173.35841792262028,0.0,191.31492754111937,99,3.367379591836735,365
4,172.987985522367,0.0,190.9444951408661,99,3.367379591836735,365
5,172.65265556517002,0.0,190.60916518366912,99,3.367379591836735,365
6,172.33043564817459,0.0,190.28694526667368,99,3.367379591836735,365
7,171.89840987663402,0.0,189.85491949513312,99,3.367379591836735,365
8,171.57231067080198,0.0,189.5288202893011,99,3.367379591836735,365
9,173.2435299409621,0.0,191.2000395594612,99,3.367379591836735,365
10,170.5769242559931,0.0,188.53343387449223,99,3.367379591836735,365
11,174.83074282083072,0.0,192.78725243932982,99,3.367379591836735,365
12,175.27756329476446,0.0,193.23407291326356,99,3.367379591836735,365
13,172.5504851224477,0.0,190.5069947409468,99,3.367379591836735,365
14,173.00512255681716,0.0,190.96163217531625,99,3.367379591836735,365
15,173.81349067115465,0.0,191.77000028965378,99,3.367379591836735,365
16,173.81390209123447,0.0,191.7704117097336,99,3.367379591836735,365
17,174.43549015390235,0.0,192.39199977240145,99,3.367379591836735,365
18,175.57422639376642,0.0,193.53073601226555,99,3.367379591836735,365
19,169.91406526092695,0.0,187.87057487942604,99,3.367379591836735,365
20,174.97597774432538,0.0,192.9324873628245,99,3.367379591836735,365
21,171.33736273905916,0.0,189.29387235755829,99,3.367379591836735,365
22,173.06867080150624,0.0,191.02518042000534,99,3.367379591836735,365
23,174.18094121429644,0.0,192.13745083279557,99,3.367379591836735,365
24,172.94937819110805,0.0,190.90588780960715,99,3.367379591836735,365
25,172.3674619130688,0.0,190.32397153156793,99,3.367379591836735,365
26,176.8133290802863,70.41878003211883,124.35105866666657,99,3.367379591836735,365
27,172.5352624875088,0.0,190.4917721060079,99,3.367379591836735,365
28,172.8562760496766,0.0,190.81278566817574,99,3.367379591836735,365
29,173.17747508376618,0.0,191.13398470226528,99,3.367379591836735,365
30,173.96933281783998,0.0,191.92584243633908,99,3.367379591836735,365
31,169.68729970177804,0.0,187.64380932027717,99,3.367379591836735,365
32,171.35955237539417,0.0,189.3160619938933,99,3.367379591836735,365
33,178.2319657456701,594.3220503164162,-398.1335749522469,99,3.367379591836735,365
34,174.38021687450632,0.0,192.33672649300544,99,3.367379591836735,365
35,173.389175341291,0.0,191.3456849597901,99,3.367379591836735,365
36,173.6381839654008,0.0,191.59469358389993,99,3.367379591836735,365
37,172.77208836607187,0.0,190.72859798457097,99,3.367379591836735,365
38,171.45116766377689,0.0,189.40767728227598,99,3.367379591836735,365
39,173.19377863451004,0.0,191.15028825300917,99,3.367379591836735,365
40,176.26087441668048,17.6256989226413,176.5916851125383,99,3.367379591836735,365
41,169.26996814189997,0.0,187.22647776039906,99,3.367379591836735,365
42,174.99998273741338,0.0,192.95649235591247,99,3.367379591836735,365
43,172.19633778327636,0.0,190.15284740177546,99,3.367379591836735,365
44,171.57861731748238,0.0,189.53512693598148,99,3.367379591836735,365
45,171.84932334238465,0.0,189.80583296088378,99,3.367379591836735,365
46,174.28841946739738,0.0,192.2449290858965,99,3.367379591836735,365
47,171.23054556337257,0.0,189.18705518187167,99,3.367379591836735,365
48,170.32890543613257,0.0,188.2854150546317,99,3.367379591836735,365
49,169.24414919204997,0.0,187.20065881054907,99,3.367379591836735,365
50,175.04902916244308,0.0,193.00553878094217,99,3.367379591836735,365
51,172.88349210797904,0.0,190.84000172647816,99,3.367379591836735,365
52,169.37695992059747,0.0,187.33346953909657,99,3.367379591836735,365
53,176.81682663971816,206.2033931066308,-11.430056848413537,99,3.367379591836735,365
54,175.25233186530517,0.0,193.20884148380426,99,3.367379591836735,365
55,170.80335273929046,0.0,188.7598623577896,99,3.367379591836735,365
56,172.5711485909433,0.0,190.52765820944242,99,3.367379591836735,365
57,172.90394350753144,0.0,190.86045312603056,99,3.367379591836735,365
58,169.55418186850727,0.0,187.51069148700637,99,3.367379591836735,365
59,173.5484356063006,0.0,191.5049452247997,99,3.367379591836735,365
60,171.7918589989457,0.0,189.7483686174448,99,3.367379591836735,365
61,172.80319171330066,0.0,190.7597013317998,99,3.367379591836735,365
62,173.3663778601912,0.0,191.32288747869032,99,3.367379591836735,365
63,171.35866415335698,0.0,189.31517377185608,99,3.367379591836735,365
64,173.29594545296487,0.0,191.252455071464,99,3.367379591836735,365
65,170.8308655490275,0.0,188.7873751675266,99,3.367379591836735,365
66,174.1570795406272,0.0,192.1135891591263,99,3.367379591836735,365
67,172.46189839339465,0.0,190.41840801189375,99,3.367379591836735,365
68,174.85259197363953,0.0,192.80910159213863,99,3.367379591836735,365
69,171.69847882939902,0.0,189.65498844789812,99,3.367379591836735,365
70,175.08754607196198,0.0,193.04405569046108,99,3.367379591836735,365
71,175.01436398960854,0.0,192.97087360810764,99,3.367379591836735,365
72,174.78063196470015,0.0,192.73714158319927,99,3.367379591836735,365
73,173.59549401416578,0.0,191.55200363266488,99,3.367379591836735,365
74,173.0459623082816,0.0,191.0024719267807,99,3.367379591836735,365
75,172.49136609920242,0.0,190.44787571770152,99,3.367379591836735,365
76,172.068230251343,0.0,190.0247398698421,99,3.367379591836735,365
77,171.4758342533597,0.0,189.43234387185882,99,3.367379591836735,365
78,176.90803609320633,295.1229581811153,-100.25841246940983,99,3.367379591836735,365
79,173.0959330344679,0.0,191.052442652967,99,3.367379591836735,365
80,172.6233992285811,0.0,190.57990884708022,99,3.367379591836735,365
81,173.6033545433613,0.0,191.5598641618604,99,3.367379591836735,365
82,171.13845101628453,0.0,189.09496063478363,99,3.367379591836735,365
83,172.85816776828696,0.0,190.8146773867861,99,3.367379591836735,365
84,174.37928944627714,0.0,192.33579906477627,99,3.367379591836735,365
85,171.65566581255416,0.0,189.6121754310533,99,3.367379591836735,365
86,172.10306020846724,0.0,190.05956982696634,99,3.367379591836735,365
87,171.72512540409568,0.0,189.6816350225948,99,3.367379591836735,365
88,172.91447123742995,0.0,190.87098085592908,99,3.367379591836735,365
89,170.09709900886992,0.0,188.05360862736902,99,3.367379591836735,365
