,Arithmetic,Geometric,Control,K,sigma,N,n
0,0.0,0.0,5.875308944154792,99,0.2,12,10000
1,1.9646083031136605,1.8870098449097679,5.952907402358684,99,0.2,12,10000
2,0.0,0.0,5.875308944154792,99,0.2,12,10000
3,19.98978729197121,19.19428215978677,6.670814076339234,99,0.2,12,10000
4,17.74222903055308,17.11852272616039,6.499015248547485,99,0.2,12,10000
5,4.398273820799106,4.011257754294785,6.262325010659112,99,0.2,12,10000
6,8.686574709730381,8.586909734253167,5.974973919632005,99,0.2,12,10000
7,0.0,0.0,5.875308944154792,99,0.2,12,10000
8,0.0,0.0,5.875308944154792,99,0.2,12,10000
9,0.0,0.0,5.875308944154792,99,0.2,12,10000
10,15.267305142873616,15.179793231916916,5.96282085511149,99,0.2,12,10000
11,2.468595683866398,2.2324784187317133,6.111426209289476,99,0.2,12,10000
12,0.0,0.0,5.875308944154792,99,0.2,12,10000
13,4.111681672888519,3.6367584121646117,6.350232204878699,99,0.2,12,10000
14,24.881668910383212,24.5816773665114,6.175300488026604,99,0.2,12,10000
15,0.0,0.0,5.875308944154792,99,0.2,12,10000
16,11.081118304543319,10.497672664698648,6.458754583999462,99,0.2,12,10000
17,4.797176399075736,4.675498212793805,5.996987130436722,99,0.2,12,10000
18,0.0,0.0,5.875308944154792,99,0.2,12,10000
19,13.7344390409843,13.32280478310747,6.286943202031622,99,0.2,12,10000
20,0.0,0.0,5.875308944154792,99,0.2,12,10000
21,0.0,0.0,5.875308944154792,99,0.2,12,10000
22,0.0,0.0,5.875308944154792,99,0.2,12,10000
23,3.8802778062786136,3.759830348416947,5.9957564020164575,99,0.2,12,10000
24,11.013075093193391,10.829703827869047,6.058680209479136,99,0.2,12,10000
25,0.0,0.0,5.875308944154792,99,0.2,12,10000
26,8.842451194566223,8.359770257422639,6.357989881298375,99,0.2,12,10000
27,14.439797484777857,12.617784730749593,7.697321698183054,99,0.2,12,10000
28,9.986873470244614,9.723777991117023,6.138404423282383,99,0.2,12,10000
29,3.803655368419325,3.6645751898067136,6.014389122767402,99,0.2,12,10000
30,1.967169746723155,1.5691876182719922,6.273291072605954,99,0.2,12,10000
31,6.668407081513644,6.400617002804437,6.143099022863998,99,0.2,12,10000
32,0.0,0.0,5.875308944154792,99,0.2,12,10000
33,0.0,0.0,5.875308944154792,99,0.2,12,10000
34,0.0,0.0,5.875308944154792,99,0.2,12,10000
35,7.875072276795201,7.141645884280311,6.608735336669682,99,0.2,12,10000
36,0.0,0.0,5.875308944154792,99,0.2,12,10000
37,3.4157104850459965,3.3234494727077055,5.967569956493082,99,0.2,12,10000
38,0.0,0.0,5.875308944154792,99,0.2,12,10000
39,0.0,0.0,5.875308944154792,99,0.2,12,10000
40,21.76750433871618,20.76302835488603,6.87978492798494,99,0.2,12,10000
41,14.775561355346943,14.542877539375068,6.107992760126665,99,0.2,12,10000
42,0.0,0.0,5.875308944154792,99,0.2,12,10000
43,0.0,0.0,5.875308944154792,99,0.2,12,10000
44,3.412280860324234,3.028275468966454,6.259314335512571,99,0.2,12,10000
45,2.2146007411633604,1.9728394407917795,6.1170702445263725,99,0.2,12,10000
46,23.828221431142552,23.6934201365851,6.010110238712245,99,0.2,12,10000
47,0.0,0.0,5.875308944154792,99,0.2,12,10000
48,8.083026304829387,7.859968920792932,6.098366328191245,99,0.2,12,10000
49,8.979030874167483,8.46940069122906,6.384939127093215,99,0.2,12,10000
50,0.0,0.0,5.875308944154792,99,0.2,12,10000
51,8.020292465346712,7.766898312249111,6.128703097252392,99,0.2,12,10000
52,16.096505292783014,15.215179832080791,6.756634404857014,99,0.2,12,10000
53,3.033862050347295,2.878797277116238,6.0303737173858485,99,0.2,12,10000
54,0.0,0.0,5.875308944154792,99,0.2,12,10000
55,0.0,0.0,5.875308944154792,99,0.2,12,10000
56,0.0,0.0,5.875308944154792,99,0.2,12,10000
57,0.0,0.0,5.875308944154792,99,0.2,12,10000
58,7.278826739124358,7.090967005650544,6.063168677628605,99,0.2,12,10000
59,15.25830898527706,14.560711975965157,6.572905953466694,99,0.2,12,10000
