,Arithmetic,Geometric,Control,K,sigma,N
0,90.11986185386019,20.00177199619885,76.07817508852658,99,0.2,188.0
1,89.9282906365134,0.0,95.88837586737863,99,0.2,188.0
2,89.97774578657251,3.920186784245129,92.01764423319263,99,0.2,188.0
3,89.97167961301602,3.380909492501351,92.5508553513799,99,0.2,188.0
4,89.76064354671263,0.0,95.72072877757786,99,0.2,188.0
5,90.07849314253157,14.80142258324411,81.2371557901527,99,0.2,188.0
6,89.909954313192,0.0,95.87003954405724,99,0.2,188.0
7,89.69462369318397,0.0,95.65470892404922,99,0.2,188.0
8,90.06195854805364,13.143895911054015,82.87814786786485,99,0.2,188.0
9,90.0120288154227,7.768670441066467,88.20344360522147,99,0.2,188.0
10,90.01497819188141,8.059256716153193,87.91580670659346,99,0.2,188.0
11,90.01842791880946,8.129157991472386,87.8493551582023,99,0.2,188.0
12,89.85382037087037,0.0,95.8139056017356,99,0.2,188.0
13,90.11594829116987,19.02964364421616,77.04638987781895,99,0.2,188.0
14,89.94119341672342,0.41039864718356356,95.4908800004051,99,0.2,188.0
15,89.71488616794132,0.0,95.67497139880655,99,0.2,188.0
16,90.1029796652422,17.82832498260341,78.23473991350403,99,0.2,188.0
17,90.14309987181898,22.608040434414715,73.49514466826949,99,0.2,188.0
18,89.89932682813429,0.0,95.85941205899952,99,0.2,188.0
19,90.12717978948292,20.72509734281271,75.36216767753544,99,0.2,188.0
20,89.86580320149717,0.0,95.8258884323624,99,0.2,188.0
21,90.02912031199745,9.623628732712412,86.36557681015027,99,0.2,188.0
22,89.96239312882668,2.4587245939955444,93.46375376569635,99,0.2,188.0
23,89.91293697247093,0.0,95.87302220333616,99,0.2,188.0
24,89.97840711946884,4.120483921854965,91.81800842847912,99,0.2,188.0
25,89.81147353771105,0.0,95.77155876857628,99,0.2,188.0
26,90.04456925030914,11.212397246908383,84.79225723426599,99,0.2,188.0
27,90.04955778628012,11.490214814152646,84.51942820299271,99,0.2,188.0
28,89.81153295721856,0.0,95.77161818808379,99,0.2,188.0
29,89.93120339966048,0.0,95.89128863052571,99,0.2,188.0
30,89.93240462134725,0.0,95.89248985221248,99,0.2,188.0
31,89.85372955850862,0.0,95.81381478937385,99,0.2,188.0
32,90.03329082941457,10.114756120923571,85.87861993935623,99,0.2,188.0
33,89.95260591233153,1.6365902166351474,94.27610092656163,99,0.2,188.0
34,90.10328506178112,17.92143053922442,78.14193975342194,99,0.2,188.0
35,90.14847718714431,23.08063461671191,73.02792780129764,99,0.2,188.0
36,89.86321310348282,0.0,95.82329833434805,99,0.2,188.0
37,89.84280549555203,0.0,95.80289072641726,99,0.2,188.0
38,89.8950746564227,0.0,95.85515988728793,99,0.2,188.0
39,89.92561364057393,0.0,95.88569887143916,99,0.2,188.0
40,90.08408885378417,15.619885221606433,80.42428886304297,99,0.2,188.0
41,89.97982174062872,4.207437486575968,91.73246948491798,99,0.2,188.0
42,90.09244243212852,16.686913545374168,79.3656141176196,99,0.2,188.0
43,90.0181710242068,8.35890436692116,87.61935188815086,99,0.2,188.0
