,Arithmetic,Geometric,Control,K,sigma,N
0,173.92323217581162,0.0,195.85475762836808,99,2.6531081632653066,365
1,170.828687196783,0.0,192.76021264933942,99,2.6531081632653066,365
2,176.64340471010084,588.4887738676099,-389.9138437049526,99,2.6531081632653066,365
3,173.9639222384281,0.0,195.89544769098455,99,2.6531081632653066,365
4,173.20706731472094,0.0,195.1385927672774,99,2.6531081632653066,365
5,174.68697221821014,0.0,196.6184976707666,99,2.6531081632653066,365
6,170.6789589738478,0.0,192.61048442640427,99,2.6531081632653066,365
7,170.56937451812234,0.0,192.5008999706788,99,2.6531081632653066,365
8,173.20608881703336,0.0,195.13761426958982,99,2.6531081632653066,365
9,174.3270751882544,0.0,196.25860064081087,99,2.6531081632653066,365
10,173.54398808707666,0.0,195.4755135396331,99,2.6531081632653066,365
11,175.14584088934075,18.743634274040478,178.33373206785672,99,2.6531081632653066,365
12,173.92818469598313,0.0,195.8597101485396,99,2.6531081632653066,365
13,173.16867024766765,0.0,195.10019570022408,99,2.6531081632653066,365
14,174.78441815038093,0.0,196.7159436029374,99,2.6531081632653066,365
15,173.61758863885157,0.0,195.54911409140803,99,2.6531081632653066,365
16,172.0217046733225,0.0,193.95323012587895,99,2.6531081632653066,365
17,173.40248939638843,0.0,195.3340148489449,99,2.6531081632653066,365
18,174.3879567633098,0.0,196.31948221586623,99,2.6531081632653066,365
19,171.50919286361852,0.0,193.44071831617498,99,2.6531081632653066,365
20,173.92888897948353,0.0,195.86041443204,99,2.6531081632653066,365
21,173.5024915947951,0.0,195.43401704735155,99,2.6531081632653066,365
22,175.24565976665826,21.926001064794484,175.25118415442023,99,2.6531081632653066,365
23,172.76889902066384,0.0,194.7004244732203,99,2.6531081632653066,365
24,172.44807658472524,0.0,194.3796020372817,99,2.6531081632653066,365
25,174.58965577510975,0.0,196.5211812276662,99,2.6531081632653066,365
26,173.7626785913735,0.0,195.69420404392994,99,2.6531081632653066,365
27,174.41853825731786,0.0,196.35006370987432,99,2.6531081632653066,365
28,172.29393458473965,0.0,194.2254600372961,99,2.6531081632653066,365
29,172.43544315982518,0.0,194.36696861238164,99,2.6531081632653066,365
30,173.68340532658002,0.0,195.61493077913647,99,2.6531081632653066,365
31,173.68772589886413,0.0,195.6192513514206,99,2.6531081632653066,365
32,173.1564058982335,0.0,195.08793135078994,99,2.6531081632653066,365
33,172.45808907681644,0.0,194.3896145293729,99,2.6531081632653066,365
34,174.81881246672683,10.02662148894209,186.72371643034117,99,2.6531081632653066,365
35,173.10325582333763,0.0,195.0347812758941,99,2.6531081632653066,365
36,173.75952273237215,0.0,195.6910481849286,99,2.6531081632653066,365
37,171.85543859174666,0.0,193.78696404430312,99,2.6531081632653066,365
38,177.32593872627126,969.3455906610212,-770.0881264821935,99,2.6531081632653066,365
39,173.32288664126926,0.0,195.2544120938257,99,2.6531081632653066,365
40,172.0383483396374,0.0,193.96987379219385,99,2.6531081632653066,365
41,173.3840139655454,0.0,195.31553941810185,99,2.6531081632653066,365
42,175.5008697982741,43.72983329840087,153.70256195242968,99,2.6531081632653066,365
43,173.77768042229187,0.0,195.70920587484832,99,2.6531081632653066,365
44,172.2156238736254,0.0,194.14714932618185,99,2.6531081632653066,365
45,172.75013132622237,0.0,194.68165677877883,99,2.6531081632653066,365
46,174.35783698456657,0.0,196.28936243712303,99,2.6531081632653066,365
47,171.6928018851346,0.0,193.62432733769103,99,2.6531081632653066,365
48,174.4567762751767,0.0,196.38830172773316,99,2.6531081632653066,365
49,174.1454009096787,0.0,196.07692636223516,99,2.6531081632653066,365
50,174.5923422630023,0.0,196.52386771555877,99,2.6531081632653066,365
51,172.8645092565353,0.0,194.79603470909177,99,2.6531081632653066,365
52,174.17610700146614,0.0,196.1076324540226,99,2.6531081632653066,365
53,173.40737716877058,0.0,195.33890262132704,99,2.6531081632653066,365
54,171.13898379496598,0.0,193.07050924752244,99,2.6531081632653066,365
55,170.85249857704815,0.0,192.7840240296046,99,2.6531081632653066,365
56,172.82054496309766,0.0,194.75207041565412,99,2.6531081632653066,365
57,172.04912218474269,0.0,193.98064763729914,99,2.6531081632653066,365
58,173.42973542682418,0.0,195.36126087938064,99,2.6531081632653066,365
59,172.2485167061064,0.0,194.18004215866284,99,2.6531081632653066,365
60,173.7754346363643,0.0,195.70696008892077,99,2.6531081632653066,365
61,173.58040153856186,0.0,195.51192699111832,99,2.6531081632653066,365
62,173.74549391683465,0.0,195.6770193693911,99,2.6531081632653066,365
63,174.56718269818788,0.0,196.49870815074433,99,2.6531081632653066,365
64,173.19584806430723,0.0,195.12737351686368,99,2.6531081632653066,365
65,172.6186198503532,0.0,194.55014530290967,99,2.6531081632653066,365
66,173.78520303012664,0.0,195.7167284826831,99,2.6531081632653066,365
67,171.62558665747284,0.0,193.5571121100293,99,2.6531081632653066,365
68,174.6885474305864,0.0,196.62007288314285,99,2.6531081632653066,365
69,173.40397976749946,0.0,195.33550522005592,99,2.6531081632653066,365
70,174.35344795596265,0.0,196.2849734085191,99,2.6531081632653066,365
71,173.47257928655412,0.0,195.40410473911058,99,2.6531081632653066,365
72,172.90658447411224,0.0,194.8381099266687,99,2.6531081632653066,365
73,173.7037585132258,0.0,195.63528396578226,99,2.6531081632653066,365
74,173.31012645013624,0.0,195.2416519026927,99,2.6531081632653066,365
75,173.98328341751437,0.0,195.91480887007083,99,2.6531081632653066,365
76,172.19894230931178,0.0,194.13046776186823,99,2.6531081632653066,365
77,171.08592854286078,0.0,193.0174539954172,99,2.6531081632653066,365
78,172.28234733638794,0.0,194.2138727889444,99,2.6531081632653066,365
79,172.69250168649373,0.0,194.62402713905018,99,2.6531081632653066,365
80,172.88076841420747,0.0,194.81229386676392,99,2.6531081632653066,365
81,172.35263351444596,0.0,194.2841589670024,99,2.6531081632653066,365
82,172.84699527461527,0.0,194.7785207271717,99,2.6531081632653066,365
83,169.78342812201774,0.0,191.7149535745742,99,2.6531081632653066,365
84,172.90492846579534,0.0,194.8364539183518,99,2.6531081632653066,365
85,175.65820144834925,81.75967168124997,115.83005521965573,99,2.6531081632653066,365
