,Arithmetic,Geometric,Control,K,sigma,N
0,54.22597730264655,7.515505322373807,52.66637430365525,99,0.2,112.0
1,54.139384039761566,0.0,60.095286363144076,99,0.2,112.0
2,54.179218119385176,2.8765416263660057,57.25857881640168,99,0.2,112.0
3,54.26245141970752,11.650463106689616,48.56789063640042,99,0.2,112.0
4,54.26779798001605,12.18100504518355,48.04269525821501,99,0.2,112.0
5,54.27473334123711,13.090166288621248,47.14046937599837,99,0.2,112.0
6,54.15130226130616,0.09518498234108898,60.01201960234758,99,0.2,112.0
7,54.167811453697645,1.6978027403664813,58.42591103671368,99,0.2,112.0
8,54.04330516905334,0.0,59.99920749243586,99,0.2,112.0
9,54.17070322204141,2.033545068648721,58.0930604767752,99,0.2,112.0
10,54.157906366742054,0.5992026883868133,59.514606001737754,99,0.2,112.0
11,54.2735605383718,12.939393692279108,47.2900691694752,99,0.2,112.0
12,54.210478948573616,6.162361800540388,54.00401947141574,99,0.2,112.0
13,54.12138675063005,0.0,60.07728907401257,99,0.2,112.0
14,54.191624453295645,3.8996948379204777,56.24783193875768,99,0.2,112.0
15,54.27418651333357,12.531146602923119,47.69894223379296,99,0.2,112.0
16,54.17095672628026,1.8163904217086357,58.31046862795414,99,0.2,112.0
17,54.27160090882514,12.884308513134398,47.34319471907326,99,0.2,112.0
18,54.238773325686786,9.10948743423808,51.08518821483122,99,0.2,112.0
19,54.28792988826705,14.475114113881963,45.7687180977676,99,0.2,112.0
20,54.10641352851793,0.0,60.06231585190044,99,0.2,112.0
21,54.13869448077844,0.0,60.09459680416095,99,0.2,112.0
22,54.14564299831478,0.0,60.10154532169729,99,0.2,112.0
23,54.121732501946695,0.0,60.077634825329206,99,0.2,112.0
24,54.06841570035014,0.0,60.024318023732654,99,0.2,112.0
25,54.2358102541705,8.885571203686725,51.30614137386629,99,0.2,112.0
26,54.139919706653465,0.0,60.095822030035976,99,0.2,112.0
27,54.163609052762055,1.2016677263759594,58.917843649768606,99,0.2,112.0
28,54.16428387937728,1.0471902942893072,59.07299590847049,99,0.2,112.0
29,54.23100483790964,8.46368103500958,51.72322612628257,99,0.2,112.0
30,54.20929364349709,5.890904744424828,54.27429122245477,99,0.2,112.0
31,54.28371073174756,14.135755958050636,46.10385709707944,99,0.2,112.0
32,53.98869078610851,0.0,59.944593109491024,99,0.2,112.0
33,54.28835521575098,14.582745907598298,45.6615116315352,99,0.2,112.0
34,54.07197701819021,0.0,60.02787934157272,99,0.2,112.0
35,54.270542627525614,12.58587610005745,47.64056885085068,99,0.2,112.0
36,54.12115520687249,0.0,60.077057530255,99,0.2,112.0
37,54.046889304849465,0.0,60.002791628231975,99,0.2,112.0
38,54.371748448809925,24.705686315960662,35.62196445623177,99,0.2,112.0
39,54.286666641563535,14.526309999117096,45.716258965828956,99,0.2,112.0
40,53.93238306539172,0.0,59.88828538877423,99,0.2,112.0
41,54.3560620733319,22.77879836113805,37.53316603557636,99,0.2,112.0
42,54.200747397099036,4.805094357276651,55.3515553632049,99,0.2,112.0
43,54.24074804377782,9.216408255231531,50.9802421119288,99,0.2,112.0
44,54.056430730024346,0.0,60.012333053406856,99,0.2,112.0
45,54.119993841473146,0.0,60.075896164855656,99,0.2,112.0
46,54.18894925792492,3.713305609311157,56.43154597199627,99,0.2,112.0
47,54.04601569199973,0.0,60.001918015382245,99,0.2,112.0
48,54.157289119124684,0.5183510619072659,59.59484038059993,99,0.2,112.0
49,54.21104422687297,6.237255173281711,53.92969137697378,99,0.2,112.0
50,54.243597410334225,9.621263748503049,50.57823598521369,99,0.2,112.0
51,54.0799931090747,0.0,60.03589543245721,99,0.2,112.0
52,54.13769163320252,0.0,60.09359395658503,99,0.2,112.0
53,54.23179671012741,8.193085203100276,51.99461383040965,99,0.2,112.0
54,54.2249911435855,7.818504672258181,52.36238879470983,99,0.2,112.0
