,N,var_c,var_MC
0,365,0.11057553774714624,71.09852945267016
1,52,0.1091919215266954,71.75007706636875
2,24,0.1237894477265063,77.33248760367799
3,12,0.11557005383247652,82.50980454212765
4,6,0.11147404902873537,90.66149501848899
