,Arithmetic,Geometric,Control,K,sigma,N
0,212.83381204671198,39.02787860662506,214.339621175686,57.0,0.2,365
1,212.8672669956897,42.356179903757905,211.0447748275308,57.0,0.2,365
2,212.67270968779528,24.450928657421116,228.75546876597315,57.0,0.2,365
3,213.0350825077969,61.14927921516441,192.41949102823145,57.0,0.2,365
4,212.89068687081257,44.82439912381087,208.5999754826007,57.0,0.2,365
5,212.89889314997137,45.76257008167404,207.67001080389633,57.0,0.2,365
6,212.6646933748198,23.839895236200164,229.35848587421864,57.0,0.2,365
7,212.71698409435805,28.213949905024034,225.036721924933,57.0,0.2,365
8,213.07135631154668,65.37306459969601,188.2319794474497,57.0,0.2,365
9,212.73971185833233,30.27400904389757,222.99939055003378,57.0,0.2,365
10,212.86609861855214,42.30985427370361,211.0899320804475,57.0,0.2,365
11,213.10859595205181,70.48791829631662,183.15436539133418,57.0,0.2,365
12,212.82974398328165,38.7777083475469,214.5857233713338,57.0,0.2,365
13,212.75529796990807,31.776226300892578,221.51275940461454,57.0,0.2,365
14,212.88392115265057,44.077330244912815,209.34027864333675,57.0,0.2,365
15,212.90228723590184,46.160133157586706,207.27584181391413,57.0,0.2,365
16,212.9143021396902,47.278358325004774,206.1696315502844,57.0,0.2,365
17,213.0153071478796,58.70329197963828,194.84570290384036,57.0,0.2,365
18,212.83183782574375,38.74009881111257,214.62542675023022,57.0,0.2,365
19,212.8463706549821,40.3888964477904,212.9911619427907,57.0,0.2,365
20,212.60561776121799,19.133793709457155,234.00551178735986,57.0,0.2,365
21,212.70542219088895,27.283767846437065,225.95534208005088,57.0,0.2,365
22,213.00116443800093,57.06794570632262,196.4669064672773,57.0,0.2,365
23,212.75331334783496,31.41462152193225,221.87237956150176,57.0,0.2,365
24,212.82504567548273,38.13038728152195,215.22834612955975,57.0,0.2,365
25,212.8013952158395,35.898037783708894,217.43704516772968,57.0,0.2,365
26,212.82204266608986,37.89242625405724,215.4633041476316,57.0,0.2,365
27,212.7905005886595,34.80538582079868,218.51880250345988,57.0,0.2,365
28,212.89423904404393,45.2307737034734,208.19715307616957,57.0,0.2,365
29,212.86782026388212,42.59589729839088,210.80561070109027,57.0,0.2,365
30,212.8805622815238,43.817373056315816,209.596876960807,57.0,0.2,365
31,212.95478915085366,51.814249615786125,201.6742272706665,57.0,0.2,365
32,212.94307064733977,50.38522828779651,203.09153009514228,57.0,0.2,365
33,212.75322444602082,31.32407113875533,221.96284104286457,57.0,0.2,365
34,213.04708415642276,62.663069942601425,190.91770194942035,57.0,0.2,365
35,213.00396992252794,57.51262017232767,196.02503748579932,57.0,0.2,365
36,212.87229429861944,43.01397593941317,210.3920060948053,57.0,0.2,365
37,212.74119116895346,30.40121107383863,222.87366783071386,57.0,0.2,365
38,212.92259377585106,48.280347761064405,205.1759337503856,57.0,0.2,365
39,212.85240987914779,41.00295140070517,212.38314621404166,57.0,0.2,365
40,213.0592012513822,63.92627196726572,189.66661701971546,57.0,0.2,365
41,213.01402181809453,58.58162296256475,194.96608659112877,57.0,0.2,365
42,212.73282190660396,29.606479348396157,223.6600302938068,57.0,0.2,365
43,212.95602677853654,51.868743887295075,201.62097062684046,57.0,0.2,365
44,212.75646322516585,31.870464513404592,221.4196864473603,57.0,0.2,365
45,212.88501437315387,44.20970731031147,209.2089947984414,57.0,0.2,365
46,212.9825621915295,54.96844598038141,198.5478039467471,57.0,0.2,365
47,213.03074133707932,60.661857300360964,192.9025717723174,57.0,0.2,365
48,212.81682371115895,37.29047899017634,216.06003245658164,57.0,0.2,365
49,212.57656497962748,16.86785227552908,236.24240043969738,57.0,0.2,365
50,212.7634735255402,32.32384633062478,220.97331493051442,57.0,0.2,365
51,212.87023702672218,42.664752216387434,210.73917254593374,57.0,0.2,365
52,212.92714060598314,48.66862772608183,204.79220061550038,57.0,0.2,365
53,212.68990245067636,25.9753896089869,227.24820057728843,57.0,0.2,365
54,212.90971682369758,46.77794776942204,206.66545678987458,57.0,0.2,365
55,212.8529907554828,41.00111785567911,212.3855606354027,57.0,0.2,365
56,212.80545758138567,36.26346942573874,217.07567589124594,57.0,0.2,365
57,212.72715497537018,29.1101957381367,224.15064697283248,57.0,0.2,365
58,212.87476474704704,43.25788927606189,210.15056320658417,57.0,0.2,365
59,212.84624590234978,40.43457538133433,212.94535825661453,57.0,0.2,365
60,212.94977926279321,51.32404857901754,202.15941841937473,57.0,0.2,365
61,212.79568536841748,35.321475448042,218.00789765597446,57.0,0.2,365
62,213.07148829061487,65.72513482060086,187.880041205613,57.0,0.2,365
63,212.95297407433594,51.4628633507911,202.02379845914382,57.0,0.2,365
64,212.82476887467897,38.23716983267334,215.12128677760464,57.0,0.2,365
65,212.98244294888661,54.863134833987054,198.65299585049863,57.0,0.2,365
66,212.78815928345506,34.64458102477658,218.67726599427752,57.0,0.2,365
67,212.72263988783064,28.70498893044216,224.55133869298749,57.0,0.2,365
68,212.98506444712345,55.293701452151375,198.22505073057107,57.0,0.2,365
69,212.84184776028394,39.80551532990323,213.57002016597977,57.0,0.2,365
70,212.84841845995473,40.566234058889094,212.81587213666464,57.0,0.2,365
71,212.68082938206692,25.08121423179626,228.13330288586963,57.0,0.2,365
72,212.63540506833772,21.530157792682992,231.63893501125375,57.0,0.2,365
73,212.7147717970603,28.04522848277952,225.20323104987983,57.0,0.2,365
74,212.7026078127302,27.08252124696149,226.15377430136772,57.0,0.2,365
75,212.90715001314265,46.5975284617446,206.84330928699706,57.0,0.2,365
76,212.99545060361666,56.364847513201475,197.16429082601417,57.0,0.2,365
77,212.88695837162095,44.49209270920213,208.9285533980178,57.0,0.2,365
78,212.93326362330026,49.42429679206804,204.04265456683123,57.0,0.2,365
79,212.84101674398053,39.67157690002521,213.70312757955435,57.0,0.2,365
80,212.75979573239235,32.0520417950135,221.24144167297788,57.0,0.2,365
