,Arithmetic,Geometric,Control,K,sigma,N
0,173.9780633225952,0.0,190.54846187489417,99,3.571457142857143,365
1,174.64162307373175,0.0,191.21202162603072,99,3.571457142857143,365
2,169.59742165470277,0.0,186.16782020700174,99,3.571457142857143,365
3,174.83449553170163,0.0,191.4048940840006,99,3.571457142857143,365
4,173.92217281673518,0.0,190.49257136903415,99,3.571457142857143,365
5,171.48971490171357,0.0,188.0601134540125,99,3.571457142857143,365
6,175.15565418600613,0.0,191.7260527383051,99,3.571457142857143,365
7,173.3593059726015,0.0,189.92970452490047,99,3.571457142857143,365
8,173.23702793522054,0.0,189.80742648751948,99,3.571457142857143,365
9,174.10303364160404,0.0,190.67343219390298,99,3.571457142857143,365
10,174.7984781367731,0.0,191.36887668907204,99,3.571457142857143,365
11,173.93322248683066,0.0,190.5036210391296,99,3.571457142857143,365
12,172.89499561662714,0.0,189.46539416892608,99,3.571457142857143,365
13,170.10317730721118,0.0,186.67357585951012,99,3.571457142857143,365
14,173.50757153233033,0.0,190.0779700846293,99,3.571457142857143,365
15,171.50220089193263,0.0,188.0725994442316,99,3.571457142857143,365
16,174.96348971098328,0.0,191.53388826328225,99,3.571457142857143,365
17,173.63189505182288,0.0,190.20229360412182,99,3.571457142857143,365
18,172.97521718878465,0.0,189.5456157410836,99,3.571457142857143,365
19,177.78286090463942,215.24570724927548,-20.8924477923371,99,3.571457142857143,365
20,172.44715999942989,0.0,189.01755855172883,99,3.571457142857143,365
21,174.46165978349205,0.0,191.032058335791,99,3.571457142857143,365
22,172.90863026827728,0.0,189.47902882057622,99,3.571457142857143,365
23,172.96269744350417,0.0,189.53309599580314,99,3.571457142857143,365
24,171.91418524208092,0.0,188.48458379437986,99,3.571457142857143,365
25,173.25795996035663,0.0,189.82835851265557,99,3.571457142857143,365
26,174.4830814569959,0.0,191.05348000929487,99,3.571457142857143,365
27,174.37684348534336,0.0,190.94724203764233,99,3.571457142857143,365
28,175.46036710258912,0.0,192.03076565488806,99,3.571457142857143,365
29,173.30766900272525,0.0,189.8780675550242,99,3.571457142857143,365
30,172.78375322753638,0.0,189.35415177983532,99,3.571457142857143,365
31,171.51163672424866,0.0,188.0820352765476,99,3.571457142857143,365
32,174.34622952632495,0.0,190.9166280786239,99,3.571457142857143,365
