,path,var_c,var_MC
0,100,-0.9288880221828733,51.59172419821336
1,500,-0.17995304903310674,75.12028514475627
2,1000,-0.01160747853255925,68.29605066749062
3,5000,0.1008771533595451,68.01736000503305
4,10000,0.11766031090550536,72.30132213578733
5,50000,0.12430630425502273,69.95159009808484
6,100000,0.12656536402425622,69.9109443369398
7,500000,0.12867127592661923,70.7496692805723
